Timestamp,Program Studi,Tahun Masuk UIN Jakarta,Tahun Wisuda,Bulan Wisuda,Status saat ini,Waktu Mendapatkan Pekerjaan,Perusahaan,Posisi,Tahun Wirausaha,Bidang wirausaha,Penghasilan,Tahun Masuk S2,Universitas S2,Tahun Masuk S3,Universitas S3,Nama Prodi S2/S3,Kesesuaian Kurikulum,Kesesuaian Bidang Ilmu,Saran
2024-07-10 12:43:39,Prodi Biologi,2018,2023,Februari,sedang mencari kerja,4,,baru selesai kontrak kerja di PT Murni Dharma Karya,,,1000000,,,,,,3,3,"untuk memperluas wawasan dan informasi Mahasiswa Biologi UIN Jakarta, sebaiknya diselenggarakan seminar wajib terkait dengan ISO, atau Halal agar setiap Mahasiswa Biologi yang lulus pasti memiliki sertifikat pelatihan ISO atau Halal, supaya menambah nilai unggul alumni Biologi UIN Jakarta"
2024-07-10 12:52:06,Prodi Biologi,2018,2023,Agustus,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-07-10 12:53:52,Prodi Biologi,2016,2023,Agustus,Karyawan Swasta,1,Dinas Perhubungan,Pegawai Honorer,,,4000000,,,,,,3,3,
2024-07-10 13:52:22,Prodi Biologi,2016,2023,Juni,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-07-10 14:46:10,Prodi Biologi,2018,2024,Februari,sedang mencari kerja,,,,,,,,,,,,5,5,
2024-07-10 14:54:19,Prodi Biologi,2018,2023,Agustus,sedang mencari kerja,12,,,,,,,,,,,3,5,Cukup baik
2024-07-10 15:12:23,Prodi Biologi,2018,2023,Agustus,melanjutkan studi,1,"Sudah tidak bekerja, perusahaan sebelumnya (Mutiara Harapan Islamic School) ",Laboran,2023,Jasa Wisata Alam dan Jasa Laundry Sepatu,5000000,,,,,,2,4,Masih kurang dalam bidang spesifik ekologi dan hewan 
2024-07-10 15:48:16,Prodi Biologi,2016,2023,Agustus,Wirausaha,,,,2021,Peternakan sapi perah ,6000000,,,,,,4,5,
2024-07-10 16:01:00,Prodi Biologi,2016,2023,September,Pengajar,1,,Guru ,,,2000000,,,,,,4,4,
2024-07-10 16:14:05,Prodi Biologi,2018,2023,Agustus,Karyawan Swasta,4,PT Globalindo Dua Satu Ekpres,Finance Staff,,,,,,,,,3,1,"Pengalaman PKL atau Intern sangat penting, mungkin bisa diperpanjang waktunya. Banyak hal yang harus dipelajari khususnya lingkungan perkerjaan tetapi waktunya terbatas."
2024-07-10 16:25:54,Prodi Biologi,2017,2023,Mei,Wirausaha,,,,,,,,,,,,3,3,
2024-07-10 16:26:50,Prodi Agribisnis S1,2019,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,4,3,
2024-07-10 16:59:08,Prodi Agribisnis S1,2017,2024,Agustus,Pengajar,1,,,,,,,,,,,4,4,dibuat efisien semua program perkuliahan sehingga bisa mempercepat mahasiswa lulus
2024-07-10 17:41:47,Prodi Biologi,2019,2023,November,Researcher,5,PT. Peternakan Ayam Manggis,Staff laboratorium ,,,4000000,,,,,,5,5,
2024-07-10 17:48:31,Prodi Biologi,2019,2023,November,Wirausaha,2,LAPIS TALAS BOGOR AND BEJI,Owner,2019,Kue,50000000,,,,,,2,1,Sarannya agar dapat jauh lebih baik dan meningkatkan fasilitas belajar mahasiswa dan mendengarkan pendapat mahasiswa 
2024-07-10 17:52:55,Prodi Biologi,2019,2023,November,Karyawan Swasta,1,PT. Bintang Seragam Indonesia,SEO Content Writer,,,3000000,,,,,,2,2,
2024-07-10 18:19:59,Prodi Biologi,2018,2024,Juni,sedang mencari kerja,,,,,,,,,,,,4,5,
2024-07-10 18:41:08,Prodi Biologi,2018,2023,Februari,Karyawan Swasta,12,Nestlé Indonesia,Medical Delegate,,,9000000,,,,,,4,5,"Ada beberapa kuliah saya di luar UIN yg ga bisa diconvert ke SKS padahal dulu bilangnya bisa saat masih jadi mahasiswa, tolong perbaiki lagi sistemnya agar kurikulum merdeka berjalan lancar"
2024-07-10 18:54:21,Prodi Biologi,2016,2023,Agustus,Pengajar,1,,,2020,Menjual pakaian anak di toko dan online,3000000,,,,,,3,5,Sudah cukup baik
2024-07-10 20:22:32,Prodi Biologi,2018,2022,November,Karyawan Swasta,13,PT. HERMED,Qc Analyst,,,5000000,,,,,,4,4,
2024-07-10 21:46:42,Prodi Biologi,2018,2024,Juni,sedang mencari kerja,,,,,,,,,,,,5,5,
2024-07-10 22:54:03,Prodi Biologi,2019,2023,November,Pengajar,1,Yayasan Islam Al-Hamidiyah,Pengajar,,,,,,,,,4,1,Pelajaran telah disampaikan dengan baik oleh dosen yang kompeten di bidangnya
2024-07-10 23:02:38,Prodi Agribisnis S1,2017,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,4,3,
2024-07-11 05:53:39,Prodi Biologi,2018,2024,Februari,sedang mencari kerja,,,,,,,,,,,,3,3,
2024-07-11 07:22:34,Prodi Biologi,2018,2024,Februari,Internship,3,,Admin after sales ,,,,,,,,,4,1,
2024-07-11 07:41:29,Prodi Biologi,2019,2024,Juni,sedang mencari kerja,,,,,,,,,,,,2,3,"Diadakan career fest, seminar studi banding dgn univ lain, sosialisasi beasiswa s2, pengenalan bidang pekerjaan di suatu perusahaan, penjurusan mulai dari pkl hingga tugas akhir agar selaras dengan pekerjaan"
2024-07-11 08:38:46,Prodi Biologi,2016,2023,Agustus,Karyawan Swasta,5,Instaprint,,,,2000000,,,,,,2,1,
2024-07-11 09:32:48,Prodi Agribisnis S1,2017,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-07-11 16:53:35,Prodi Biologi,2017,2022,Februari,Pengajar,3,,,,,,,,,,,4,4,
2024-07-14 21:18:10,Prodi Agribisnis S1,2020,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,4,2,"Pengadaan mata kuliah peminatan, agar mahasiswa memiliki fokus di bidang yang lebih terkhususkan"
2024-07-14 21:21:21,Prodi Agribisnis S1,2019,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,4,4,"menambah jumlah dosen, karena sejauh ini prodi agribisnis masih kekurangan dosen"
2024-07-14 22:01:20,Prodi Agribisnis S1,2020,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,4,4,"Terima kasih atas pelayanan yang diberikan selama ini, banyak sekali manfaat serta benefit yang saya rasakan. Keberadaan Fakultas dan program studi juga sangat hadir dalam mensupport segala aktivitas saya baik diluar kampus hingga diluar kampus.Tidak hanya itu, seluruh dosen juga demikian selalu dapat memahami aktivitas mahasiswa diluar kampus. Sehingga, pengalaman berkuliah saya menajadi sangat berkesan dan tidak dapat dilupakan. Mungkin jika Bapak/Ibu dosen segenap keluarga besar FST tidak memberikan izin kepada saya mengikuti kegiatan diluar kampus, saya tidak bisa dapat berada di titik ini. Titik yang menurut saya tidak semua mahasiswa dapat merasakannya. Sekali lagi, terima kasih banyak atas peluang dan kerjasamanya. Semoga kita selalu diberikan kesehatan dan dilancarkan segala urusannya."
2024-07-15 07:57:57,Prodi Agribisnis S1,2019,2024,Agustus,,,,,,,,,,,,,3,3,semoga kedepannya semakin banyak mahasiswa yang dapat lulus tepat waktu  
2024-07-15 12:16:40,Prodi Agribisnis S1,2018,2024,Agustus,Wirausaha,,,,2023,Kuliner,,,,,,,5,4,Sudah cukup baik
2024-07-16 22:34:13,Prodi Biologi,2019,2024,Juni,Karyawan Swasta,1,PT. Indogravure,Admin HRD,,,4600000,,,,,,4,2,
2024-07-17 00:18:23,Prodi Agribisnis S1,2018,2024,Agustus,Karyawan Swasta,1,PT. Lotte Shopping Indonesia,Staff ALC,,,4000000,,,,,,3,3,Tingkatkan kerjasam dengan perusahaan atau libatkan perusahaan dalam kurikulum akademik
2024-07-17 16:21:01,Prodi Agribisnis S1,2019,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,5,5,
2024-07-18 13:24:23,Prodi Agribisnis S1,2019,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-07-18 14:49:56,Prodi Agribisnis S1,2020,2024,Juli,sedang mencari kerja,,,,,,,,,,,,5,5,Terus dilakukan pengembangan terkait manajemen dan sumber daya manusia di Program Studi Agribisnis
2024-07-18 16:07:31,Prodi Agribisnis S1,2017,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,4,4,Sudah bagus
2024-07-19 13:00:25,Prodi Teknik Informatika,2018,2024,Juni,sedang mencari kerja,,,,,,,,,,,,3,3,
2024-07-19 16:19:33,Prodi Agribisnis S1,2017,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,3,3,
2024-07-22 14:28:41,Prodi Teknik Pertambangan,2019,2023,Oktober,Karyawan Swasta,1,PT. Natural Persada Mandiri,Database Mine Plan Engineer & Cost Control,,,6000000,,,,,,4,5,MOU antar kampus dengan perusahaan tambang lebih diperbanyak.
2024-07-25 23:17:16,Prodi Kimia,2019,2023,Februari,Karyawan Swasta,5,PT Haloni Jane Tbk,Staff analis laboratorium,,,4000000,,,,,,3,3,
2024-07-27 22:27:39,Prodi Kimia,2019,2024,Februari,Karyawan Swasta,1,PT. Kinetik Jaya,Administrasi Perusahaaan,,,,,,,,,2,2,
2024-08-01 15:49:55,Prodi Agribisnis S1,2019,2024,November,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-08-01 20:14:18,Prodi Agribisnis S1,2018,2024,November,sedang mencari kerja,,,,,,,,,,,,5,5,
2024-08-06 08:42:09,Prodi Agribisnis S1,2020,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-08-06 11:18:31,Prodi Agribisnis S1,2020,2024,November,Wirausaha,,,,2024,Kuliner,,,,,,,4,3,sepertinya perlu diadakan lagi peminatan seperti di angkatan 19 supaya mahasiswa punya fokus pada bidang tertentu
2024-08-07 11:54:36,Prodi Agribisnis S1,2020,2024,November,sedang mencari kerja,,,,,,,,,,,,4,4,Semoga dipertahankan apa yang sudah baik dan ditingkatkan kembali apa yang belum baik
2024-08-08 11:05:11,Prodi Agribisnis S1,2017,2024,November,sedang mencari kerja,,,,,,,,,,,,4,3,
2024-08-08 12:23:51,Prodi Agribisnis S1,2017,2024,November,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-08-08 12:24:40,Prodi Agribisnis S1,2017,2024,November,,,,,,,,,,,,,5,4,
2024-08-08 12:55:51,Prodi Agribisnis S1,2017,2024,September,sedang mencari kerja,,,,,,,,,,,,4,3,
2024-08-08 13:16:06,Prodi Agribisnis S1,2017,2024,September,sedang mencari kerja,1,,,,,,,,,,,4,4,
2024-08-08 13:31:10,Prodi Agribisnis S1,2019,2024,November,sedang mencari kerja,,,,,,,,,,,,3,4,
2024-08-08 14:40:07,Prodi Agribisnis S1,2017,2024,November,sedang mencari kerja,,,,,,,,,,,,5,5,
2024-08-08 23:23:06,Prodi Agribisnis S1,2017,2024,November,Karyawan Swasta,1,PT. Sunindo Kookmin Best Finance,Risk Management Staff,,,5000000,,,,,,3,3,"Tidak ada, prodi sudah berjalan dengan cukup baik"
2024-08-09 08:36:55,Prodi Agribisnis S1,2019,2024,November,melanjutkan studi,,,,,,,,,,,,5,5,
2024-08-09 08:56:52,Prodi Agribisnis S1,2019,2024,November,sedang mencari kerja,,,,,,,,,,,,3,3,Semoga kedepan nya menjadi lebih baik dan dapat terus memberikan pengajaran-pengajaran yang bermutu bagi para mahasiswa
2024-08-09 11:51:40,Prodi Agribisnis S1,2020,2024,November,sedang mencari kerja,,,,,,,,,,,,4,4,"Untuk program Magang atau PKL (Praktik Kerja Lapang): Sebaiknya prodi atau fakultas membangun kemitraan dengan perusahaan agribisnis terkemuka, lembaga penelitian, dan lainnya untuk menyediakan kemudahan akses kesempatan magang di perusahaan besar, jika mencari sendiri tempat PKL cukup sulit untuk dapat di perusahaan besar karena keterbatasan koneksi, waktu, dan lainnya sehingga seringkali menjalani PKL atau Magang di tempat yang standar. Dampaknya pengalaman dari Magang juga standar saja dan dirasa kurang untuk bekal mencari pekerjaan"
2024-08-09 14:21:27,Prodi Agribisnis S1,2017,2024,November,sedang mencari kerja,13,,,,,,,,,,,4,4,Semua sudah bagus dan berharap mahasiswa bisa menjadi lebih baik
2024-08-12 11:51:39,Prodi Agribisnis S1,2017,2024,Agustus,Karyawan Swasta,1,Laznas PPPA Daarul Qur'an ,Staff Administrative Secretary (Divisi CSR),,,,,,,,,3,2,Kepada prodi disarankan untuk memberikan rekomendasi/memperantarai perusahaan-perusahaan besar agribisnis kepada mahasiswa/i pada saat program Magang/PKL 
2024-08-15 08:54:52,Prodi Agribisnis S1,2020,2024,November,sedang mencari kerja,,,,,,,,,,,,4,4,"Alhamdulillah saya merasa bersyukur dapat menimba ilmu di Program studi Agribisnis UIN Jakarta yang telah banyak memberikan ilmu, pengalaman belajar, praktek, serta kesan-kesan positif yang tidak dapat disebutkan satu persatu. Saran saya hanya satu, evaluasi dosen-dosen yang jarang masuk kelas, hal ini dikarenakan dosen-dosen tersebut cukup merugikan mahasiswa.yang berniat ingin belajar dengan sungguh-sungguh. Akhir kata semoga ilmu yang saya dapatkan dapat bermanfaat dunia akhirat. Amin "
2024-08-15 09:19:43,Prodi Agribisnis S1,2017,2024,November,sedang mencari kerja,,,,,,,,UGM,,,,3,3,Semoga kedepannya prodi Agribisnis bisa lebih banyak praktek dari pada teori karena hal ini dapat mengasah kemampuan untuk di dunia kerja nantinya.
2024-08-15 14:01:02,Prodi Agribisnis S1,2019,2024,November,sedang mencari kerja,1,,,,,,,,,,,3,3,Fasilitas dan program pengembangan skill pasca lulus lebih dapat dikembangkan
2024-08-15 14:17:31,Prodi Agribisnis S1,2017,2024,November,Wirausaha,,,,2018,"tahun 2018 saya mendirikan boutique fashion yang bernama lalashopyyy sampai saat ini, lalashopyyy menjual barang seperti tas, baju, celana, sepatu, dan sebagainya, toko lalashopyyy sudah ada di Google Maps dan juga terdapat toko onlineshop di beberapa e commerce seperti shopee dan instagram yang bernama lalashopyyy.",10000000,,,,,,4,4,
2024-08-16 06:23:59,Prodi Agribisnis S1,2017,2024,September,Pengajar,1,SMPN 33 Kota Tangerang,Instruksur Ekskul,,,2000000,,,,,,4,4,"Sungguh berterima kasih kepada ibu/bapak dosen kami di Agribisnis. Pada tahun pertama hingga kedua tentu menyenangkan dapat belajar di sana, tapi karena saya salah satu mahasiswa yang kena dampak covid19, pembelajaran saat itu sungguh tidak menyenangkan. Akhirnya saya putuskan untuk lebih banyak mengambil kegiatan di luar, seperti bekerja paruh waktu dan hal lainnya. Tapi Alhamdulillah atas doa orang tua dan dukungan pembimbing serta Ketua Prodi saat ini (yang terhormat Bu Rizki dan Bu Titik), kuliah saya dapat selesai. Saran untuk pengembangan Prodi, barangkali perlu dikaji ulang tentang komposisi keilmuan dosen, karena menurut saya salah satu tolok ukur pembelajaran hingga pengimplementasian kurikulum ada di bapak/ibu dosen. Sekiranya itu, mohon maaf dan terima masih."
2024-08-16 09:29:07,Prodi Agribisnis S1,2017,2024,November,sedang mencari kerja,,,,,,,,,,,,4,4,"Agribisnis UIN Jakarta adalah tempat berkuliah yg sangat berkesan bagi saya, banyak sekali ilmu dan pengalaman yang didapatkan, namun fasilitas bagi jurusan perlu ditingkatkan, seperti fasilitas kebun dan laboratorium yg memadai, agar mahasiswa tidak hanya mengerti akan teori saja tetapi paham akan pelaksanaan di lapangan."
2024-08-16 14:15:14,Prodi Agribisnis S1,2017,2024,November,Freelance,1,Polsektro Keb. Baru,Staff Unit SIUM,,,3000000,,,,,,4,3,
2024-08-16 15:51:15,Prodi Agribisnis S1,2019,2024,November,sedang mencari kerja,1,,,,,,,,,,,3,3,Fasilitas dan kesesuaian mata kuliah untuk upgrade softskill lebih dikembangkan
2024-08-19 10:15:39,Prodi Agribisnis S1,2017,2024,November,Karyawan Swasta,,,,,,,,,,,,5,5,
2024-08-19 13:41:07,Prodi Agribisnis S1,2017,2024,November,Karyawan Swasta,1,Kafe Kopi Sultan,Barista Kopi,,,2500000,,,,,,5,3,"Untuk fasilitas lebih ditingkatkan dan lebih mempererat hubungan antara mahasiswa dengan dosen. Hal ini bertujuan untuk mengetahui apabila mahasiswa memiliki kendala biaya, pengetahuan dalam belajar, untuk bisa didukung dan bantu agar proses perkuliahan cepat selesai."
2024-08-19 13:58:38,Prodi Agribisnis S1,2020,2024,November,sedang mencari kerja,,,,,,,,,,,,4,4,"Dosen pengajar harus memahami kepentingan tanggungjawab dalam mengajar, yakni dengan memenuhi kehadiran. Dosen pengajar juga harus dapat memahami karakteristik setiap mahasiswa, karena mahasiswa memiliki cara yang berbeda dalam memahami materi pembelajaran."
2024-08-19 16:31:58,Prodi Agribisnis S1,2017,2024,November,sedang mencari kerja,1,,,,,,,,,,,3,3,"Dibuat per kelompok sempro sesuai bimbingan dan deadline saat sempro, supaya mahasiswa cepat dan selesai sesuai deadline 🙏🏻"
2024-08-19 22:40:00,Prodi Agribisnis S1,2019,2024,November,sedang mencari kerja,,,,,,,,,,,,5,5,"Pertahankan yang sudah terlaksana dengan baik, dan perbaiki apa yang seharusnya dipertahankan. Semangatt!!"
2024-08-20 12:08:13,Prodi Agribisnis S1,2017,2024,November,,,,,,,,,,,,,4,4,
2024-08-20 17:08:03,Prodi Agribisnis S1,2017,2024,November,Mengurus Rumah Tangga,,,,,,,,,,,,4,4,Semangat terus untuk prodi dalam membimbing mahasiswanya. semoga makin di berikan pahala dan kesabaran yang luas
2024-08-20 21:59:21,Prodi Agribisnis S1,2020,2024,November,sedang mencari kerja,,,,,,,,,,,,3,4,Kedepannya diharapkan prodi agribisnis dalam perkuliahan lebih fokus terhadap kegiatan praktek terhadap materi yang telah diberikan agar mahasiswa dapat lebih mengerti dan dapat mengiplementasikan secara langsung
2024-08-21 09:50:41,Prodi Agribisnis S1,2020,2024,November,sedang mencari kerja,,,,,,,,,,,,4,4,"Saran:
1. Peningkatan Fasilitas: Menambah dan memperbarui fasilitas laboratorium atau ruang praktek agar mahasiswa bisa mendapatkan pengalaman belajar yang lebih mendalam dan sesuai dengan perkembangan teknologi terbaru. 
2. Kerjasama Industri: Mengembangkan lebih banyak lagi kerjasama dengan perusahaan atau industri terkait untuk memberikan kesempatan magang atau proyek kolaboratif yang bisa menjadi pengalaman praktis bagi mahasiswa.
4. Kurikulum Berbasis Kompetensi: Menyesuaikan kurikulum dengan perkembangan industri dan kebutuhan pasar kerja agar lulusan siap bersaing secara global.

Kesan:
1. Program Studi agribisnis memberikan pengalaman belajar yang komprehensif dan mendalam, serta mendukung pengembangan kompetensi mahasiswa secara holistik.
2. Dosen-dosen di Program Studi Agribisnis sangat kompeten dan selalu siap membantu mahasiswa dalam memahami materi kuliah dan tantangan praktis di lapangan.

Komentar:
1. Program Studi ini sangat membantu dalam membentuk kemampuan analitis dan praktis yang dibutuhkan di dunia kerja. Dengan adanya peningkatan dan inovasi yang berkelanjutan, Program Studi agribisnis akan terus menghasilkan lulusan yang unggul.
2. Saya merasa Program Studi agribisnis sudah berada di jalur yang tepat, namun masih ada ruang untuk pengembangan khususnya dalam penguatan link and match antara kurikulum dengan kebutuhan industri saat ini."
2024-08-21 15:02:30,Prodi Agribisnis S1,2020,2024,November,sedang mencari kerja,,,,,,,,,,,,5,5,
2024-08-21 16:31:42,Prodi Agribisnis S1,2020,2024,November,,,,,,,,,,,,,4,5,
2024-08-21 22:43:21,Prodi Agribisnis S1,2019,2024,November,,,,,,,,,,,,,2,3,"Perbaiki fasilitas (minimal toilet), tambah jumlah dosen, perbaiki sistem kurikulum"
2024-08-22 15:31:57,Prodi Agribisnis S1,2017,2024,November,,,,,,,,,,,,,3,3,
2024-08-22 18:50:21,Prodi Agribisnis S1,2017,2024,November,Wirausaha,,,,2021,Fashion and beauty,6000000,,,,,,4,4,"Terimakasih banyak atas dukungan, motivasi, bantuan, dan pelayanannya"
2024-08-23 10:13:47,Prodi Agribisnis S1,2017,2024,Agustus,sedang mencari kerja,13,,,,,,,,,,,4,4,
2024-08-23 14:00:15,Prodi Agribisnis S1,2017,2024,November,Karyawan Swasta,1,PT Gemilang Rizqi Efendi Development ,Marketing Office,,,6000000,,,,,,5,5,Baik dan sesuai dengan yang dibutuhkan
2024-08-23 23:16:56,Prodi Agribisnis S1,2019,2024,November,sedang mencari kerja,,,,,,,,,,,,3,4,"tingkatkan kualitas prodi dengan menambahkan dosen yang baru, supaya dalam era skripsi banyak dosen yang mampu membimbing agar skripsi cepat selesai."
2024-08-24 01:18:53,Prodi Agribisnis S1,2017,2024,November,Karyawan Swasta,,"Tanatap Artisan , ",Floor Manager,,,3000000,,,,,,4,4,
2024-08-24 01:58:38,Prodi Agribisnis S1,2019,2024,November,sedang mencari kerja,,,,,,,,,,,,3,4,Kesesuaian kurikulum dan tenaga pendidik dapat mendorong keberhasilan prodi untuk lebih baik lagi kedepannya
2024-08-26 09:06:22,Prodi Agribisnis S1,2017,2024,November,sedang mencari kerja,,,,,,,,,,,,3,3,
2024-08-26 14:24:41,Prodi Agribisnis S1,2020,2024,November,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-08-26 17:53:05,Prodi Agribisnis S1,2017,2024,November,sedang mencari kerja,,,,,,,,,,,,3,3,"Prodi sangat membantu dalam penyelesaian studi saya , kerja prodi sangat baik"
2024-08-26 19:12:36,Prodi Agribisnis S1,2020,2024,November,sedang mencari kerja,,,,,,,,,,,,4,4,Semoga sistem untuk seminar dan sidang lebih terintegrasi 
2024-08-26 21:35:25,Prodi Agribisnis S1,2020,2024,November,sedang mencari kerja,,,,,,,,,,,,4,3,"Selama masa perkuliahan saya sempat mengikuti program pertukaran mahasiswa ke kampus ptn lain dan saya merasa kbm nya sangat mendalam, serius, dan terstruktur. Tidak terburu buru, semua materi dijelaskan dengan detail dan mahasiswa diminta untuk memberikan feedback selama kbm untuk mengukur pemahaman. Selain itu, tugas yang diberikan di kelas juga sangat menuntut mahasiswa untuk paham tentang materi kuliah. Sampai saat ini materinya masih saya ingat betul dan saat ada matkul di uin yang serupa dengan yang diajarkan di kampus tersebut, saya jadi lebih percaya diri karena sebelumnya sudah pernah belajar dengan mendalam. Saya berharap perkuliahan di prodi agribisnis uin jakarta bisa lebih mendalam dan tugas yang diberikan lebih menuntut mahasiswa untuk betul betul mengerti.

Pesan lainnya, saya berterimakasih kepada prodi agribisnis yang banyak memberikan kesempatan untuk mahasiswa bisa ikut serta di banyak program seperti exchange dan magang di luar negeri."
2024-08-27 08:01:18,Prodi Agribisnis S1,2020,2024,November,sedang mencari kerja,,,,,,,,,,,,4,4,Saran dari saya untuk prodi kedepannya lebih memperhatikan mahasiswanya jangan hanya memperhatikan mahasiswa tua yang belum lulus. Memfokuskan bidang ilmu mahasiswa agar mahasiswa mendapat ilmu secara utuh. 
2024-08-27 12:06:18,Prodi Agribisnis S1,2019,2024,November,Karyawan Swasta,1,Sekolah Tara Salvia,Fasilitator Kegiatan,,,1000000,,,,,,3,1,
2024-08-27 12:26:35,Prodi Agribisnis S1,2019,2024,November,sedang mencari kerja,,,,,,,,,,,,5,5,
2024-08-28 10:03:00,Prodi Agribisnis S1,2017,2024,November,Freelance,1,,,,,,,,,,,4,3,
2024-08-28 10:57:13,Prodi Agribisnis S1,2017,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-08-28 11:11:53,Prodi Agribisnis S1,2017,2024,November,sedang mencari kerja,,,,,,,,,,,,5,5,"Sarannya kampus harus meningkatkan kerjasama dengan perusahaan dan industri terkait magang dan program kemitraan akan memberikan kesempatan berharga bagi mahasiswa untuk mendapatkan pengalaman nyata, mengembangkan jaringan, serta memperoleh pemahaman yang lebih baik. Selain itu juga harus meningkatkan fasilitas seperti kamar mandi yang bersih. "
2024-08-28 11:13:15,Prodi Agribisnis S1,2017,2024,November,Karyawan Swasta,1,CV Kukche Mitra Sukses,Staf,,,3000000,,,,,,4,3,
2024-08-28 12:48:00,Prodi Agribisnis S1,2017,2024,November,sedang mencari kerja,,,,,,,,,,,,4,3,
2024-08-28 14:16:04,Prodi Agribisnis S1,2019,2024,November,sedang mencari kerja,1,,,,,,,,,,Agribisnis,4,4,Pertimbangan wajib magang (berdurasi beberapa bulan) kepada seluruh mahasiswa sebagai pembekalan pengalaman kerja. 
2024-08-28 14:34:01,Prodi Agribisnis S1,2019,2024,November,sedang mencari kerja,,,,,,,,,,,,5,5,Ditingkatkan dalam bidang respon server
2024-09-06 08:22:49,Prodi Agribisnis S1,2020,2024,November,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-09-08 21:40:47,Prodi Biologi,2018,2023,Agustus,melanjutkan studi,3,PT Pandu Holding Company,Marketing,,,,2024,IPB,,,Ilmu Biomedis Hewan,5,5,
2024-09-11 13:28:49,Prodi Teknik Pertambangan,2020,2024,November,Karyawan Swasta,1,Perhimpunan Ahli Pertambangan Indonesia ,Copywriter ESG Nikel ,,,,,,,,,4,5,"Adanya program job fair untuk para alumni, yang menjembatani lulusan program studi teknik pertambangan dengan perusahaan tambang sehingga memberikan peluang besar untuk bisa bekerja"
2024-09-18 15:07:10,Prodi Agribisnis S1,2019,2024,November,Karyawan Swasta,1,PT. Satwa Medika Utama,Staff Admin,,,3500000,,,,,,4,5,Alhamdulillah semua berjalan dengan baik. Semoga Agribisnis kedepannya dapat menghasilkan lulusan lulusan yang baik dan bermanfaat bagi masyarakat luas
2024-10-14 14:49:49,Prodi Agribisnis S1,2020,2024,November,sedang mencari kerja,,,,,,,,,,,,4,4,saran untuk prodi membuat jadwal seminar supaya terintegrasi  dengan baik
2024-10-15 14:43:58,Prodi Agribisnis S1,2020,2024,November,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-10-18 12:32:04,Prodi Agribisnis S1,2020,2025,Agustus,,,,,,,,,,,,,5,4,
